Games played: 1, Wins: 0, Win rate: 0.00
Games played: 69, Wins: 0, Win rate: 0.00
Games played: 70, Wins: 0, Win rate: 0.00
Games played: 71, Wins: 0, Win rate: 0.00
Games played: 72, Wins: 0, Win rate: 0.00
Games played: 72, Wins: 0, Win rate: 0.00
Games played: 72, Wins: 0, Win rate: 0.00
Games played: 73, Wins: 0, Win rate: 0.00
Games played: 74, Wins: 0, Win rate: 0.00
Games played: 75, Wins: 0, Win rate: 0.00
Games played: 76, Wins: 0, Win rate: 0.00
Games played: 77, Wins: 0, Win rate: 0.00
Games played: 78, Wins: 0, Win rate: 0.00
Games played: 79, Wins: 0, Win rate: 0.00
Games played: 80, Wins: 0, Win rate: 0.00
Games played: 81, Wins: 0, Win rate: 0.00
Games played: 82, Wins: 0, Win rate: 0.00
Games played: 83, Wins: 0, Win rate: 0.00
Games played: 84, Wins: 0, Win rate: 0.00
Games played: 85, Wins: 0, Win rate: 0.00
Games played: 86, Wins: 0, Win rate: 0.00
Games played: 87, Wins: 0, Win rate: 0.00
Games played: 88, Wins: 0, Win rate: 0.00
Games played: 89, Wins: 0, Win rate: 0.00
Games played: 90, Wins: 0, Win rate: 0.00
Games played: 91, Wins: 0, Win rate: 0.00
Games played: 91, Wins: 0, Win rate: 0.00
Games played: 92, Wins: 0, Win rate: 0.00
Games played: 92, Wins: 0, Win rate: 0.00
Games played: 92, Wins: 0, Win rate: 0.00
Games played: 92, Wins: 0, Win rate: 0.00
Games played: 93, Wins: 0, Win rate: 0.00
Games played: 94, Wins: 0, Win rate: 0.00
Games played: 95, Wins: 0, Win rate: 0.00
Games played: 95, Wins: 0, Win rate: 0.00
Games played: 95, Wins: 0, Win rate: 0.00
Games played: 95, Wins: 0, Win rate: 0.00
Games played: 95, Wins: 0, Win rate: 0.00
Games played: 96, Wins: 0, Win rate: 0.00
Games played: 97, Wins: 0, Win rate: 0.00
Games played: 98, Wins: 0, Win rate: 0.00
Games played: 99, Wins: 0, Win rate: 0.00
Games played: 100, Wins: 0, Win rate: 0.00
Games played: 101, Wins: 0, Win rate: 0.00
Games played: 102, Wins: 0, Win rate: 0.00
Games played: 103, Wins: 0, Win rate: 0.00
Games played: 104, Wins: 0, Win rate: 0.00
Games played: 105, Wins: 0, Win rate: 0.00
Games played: 106, Wins: 0, Win rate: 0.00
Games played: 107, Wins: 0, Win rate: 0.00
Games played: 108, Wins: 0, Win rate: 0.00
Games played: 109, Wins: 0, Win rate: 0.00
Games played: 110, Wins: 0, Win rate: 0.00
Games played: 111, Wins: 0, Win rate: 0.00
Games played: 112, Wins: 0, Win rate: 0.00
Games played: 113, Wins: 0, Win rate: 0.00
Games played: 114, Wins: 0, Win rate: 0.00
Games played: 115, Wins: 0, Win rate: 0.00
Games played: 116, Wins: 0, Win rate: 0.00
Games played: 117, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 118, Wins: 0, Win rate: 0.00
Games played: 119, Wins: 0, Win rate: 0.00
Games played: 120, Wins: 0, Win rate: 0.00
Games played: 121, Wins: 0, Win rate: 0.00
Games played: 122, Wins: 0, Win rate: 0.00
Games played: 123, Wins: 0, Win rate: 0.00
Games played: 124, Wins: 0, Win rate: 0.00
Games played: 125, Wins: 0, Win rate: 0.00
Games played: 126, Wins: 0, Win rate: 0.00
Games played: 127, Wins: 0, Win rate: 0.00
Games played: 128, Wins: 0, Win rate: 0.00
Games played: 129, Wins: 0, Win rate: 0.00
Games played: 130, Wins: 0, Win rate: 0.00
Games played: 131, Wins: 0, Win rate: 0.00
Games played: 132, Wins: 0, Win rate: 0.00
Games played: 133, Wins: 0, Win rate: 0.00
Games played: 134, Wins: 0, Win rate: 0.00
Games played: 135, Wins: 0, Win rate: 0.00
Games played: 136, Wins: 0, Win rate: 0.00
Games played: 137, Wins: 0, Win rate: 0.00
Games played: 137, Wins: 0, Win rate: 0.00
Games played: 138, Wins: 0, Win rate: 0.00
Games played: 139, Wins: 0, Win rate: 0.00
Games played: 140, Wins: 0, Win rate: 0.00
Games played: 141, Wins: 0, Win rate: 0.00
Games played: 142, Wins: 0, Win rate: 0.00
Games played: 143, Wins: 0, Win rate: 0.00
Games played: 144, Wins: 0, Win rate: 0.00
Games played: 145, Wins: 0, Win rate: 0.00
Games played: 146, Wins: 0, Win rate: 0.00
Games played: 147, Wins: 0, Win rate: 0.00
Games played: 148, Wins: 0, Win rate: 0.00
Games played: 149, Wins: 0, Win rate: 0.00
Games played: 150, Wins: 0, Win rate: 0.00
Games played: 151, Wins: 0, Win rate: 0.00
Games played: 152, Wins: 0, Win rate: 0.00
Games played: 153, Wins: 0, Win rate: 0.00
Games played: 154, Wins: 0, Win rate: 0.00
Games played: 155, Wins: 0, Win rate: 0.00
Games played: 156, Wins: 0, Win rate: 0.00
Games played: 157, Wins: 0, Win rate: 0.00
Games played: 158, Wins: 0, Win rate: 0.00
Games played: 159, Wins: 0, Win rate: 0.00
Games played: 160, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 161, Wins: 0, Win rate: 0.00
Games played: 162, Wins: 0, Win rate: 0.00
Games played: 163, Wins: 0, Win rate: 0.00
Games played: 164, Wins: 0, Win rate: 0.00
Games played: 165, Wins: 0, Win rate: 0.00
Games played: 165, Wins: 0, Win rate: 0.00
Games played: 166, Wins: 0, Win rate: 0.00
Games played: 167, Wins: 0, Win rate: 0.00
Games played: 167, Wins: 0, Win rate: 0.00
Games played: 167, Wins: 0, Win rate: 0.00
Games played: 168, Wins: 0, Win rate: 0.00
Games played: 169, Wins: 0, Win rate: 0.00
Games played: 170, Wins: 0, Win rate: 0.00
Games played: 171, Wins: 0, Win rate: 0.00
Games played: 172, Wins: 0, Win rate: 0.00
Games played: 172, Wins: 0, Win rate: 0.00
Games played: 173, Wins: 0, Win rate: 0.00
Games played: 174, Wins: 0, Win rate: 0.00
Games played: 175, Wins: 0, Win rate: 0.00
Games played: 176, Wins: 0, Win rate: 0.00
Games played: 177, Wins: 0, Win rate: 0.00
Games played: 178, Wins: 0, Win rate: 0.00
Games played: 179, Wins: 0, Win rate: 0.00
Games played: 180, Wins: 0, Win rate: 0.00
Games played: 180, Wins: 0, Win rate: 0.00
Games played: 180, Wins: 0, Win rate: 0.00
Games played: 181, Wins: 0, Win rate: 0.00
Games played: 181, Wins: 0, Win rate: 0.00
Games played: 182, Wins: 0, Win rate: 0.00
Games played: 183, Wins: 0, Win rate: 0.00
Games played: 184, Wins: 0, Win rate: 0.00
Games played: 185, Wins: 0, Win rate: 0.00
Games played: 186, Wins: 0, Win rate: 0.00
Games played: 187, Wins: 0, Win rate: 0.00
Games played: 188, Wins: 0, Win rate: 0.00
Games played: 189, Wins: 0, Win rate: 0.00
Games played: 190, Wins: 0, Win rate: 0.00
Games played: 191, Wins: 0, Win rate: 0.00
Games played: 192, Wins: 0, Win rate: 0.00
Games played: 193, Wins: 0, Win rate: 0.00
Games played: 194, Wins: 0, Win rate: 0.00
Games played: 195, Wins: 0, Win rate: 0.00
Games played: 196, Wins: 0, Win rate: 0.00
Games played: 197, Wins: 0, Win rate: 0.00
Games played: 198, Wins: 0, Win rate: 0.00
Games played: 198, Wins: 0, Win rate: 0.00
Games played: 199, Wins: 0, Win rate: 0.00
Games played: 200, Wins: 0, Win rate: 0.00
Games played: 201, Wins: 0, Win rate: 0.00
Games played: 202, Wins: 0, Win rate: 0.00
Games played: 203, Wins: 0, Win rate: 0.00
Games played: 204, Wins: 0, Win rate: 0.00
Games played: 205, Wins: 0, Win rate: 0.00
Games played: 206, Wins: 0, Win rate: 0.00
Games played: 207, Wins: 0, Win rate: 0.00
Games played: 208, Wins: 0, Win rate: 0.00
Games played: 208, Wins: 0, Win rate: 0.00
Games played: 209, Wins: 0, Win rate: 0.00
Games played: 210, Wins: 0, Win rate: 0.00
Games played: 211, Wins: 0, Win rate: 0.00
Games played: 212, Wins: 0, Win rate: 0.00
Games played: 213, Wins: 0, Win rate: 0.00
Games played: 214, Wins: 0, Win rate: 0.00
Games played: 215, Wins: 0, Win rate: 0.00
Games played: 215, Wins: 0, Win rate: 0.00
Games played: 216, Wins: 0, Win rate: 0.00
Games played: 217, Wins: 0, Win rate: 0.00
Games played: 218, Wins: 0, Win rate: 0.00
Games played: 219, Wins: 0, Win rate: 0.00
Games played: 220, Wins: 0, Win rate: 0.00
Games played: 221, Wins: 0, Win rate: 0.00
Games played: 222, Wins: 0, Win rate: 0.00
Games played: 223, Wins: 0, Win rate: 0.00
Games played: 224, Wins: 0, Win rate: 0.00
Games played: 225, Wins: 0, Win rate: 0.00
Games played: 225, Wins: 0, Win rate: 0.00
Games played: 226, Wins: 0, Win rate: 0.00
Games played: 227, Wins: 0, Win rate: 0.00
Games played: 228, Wins: 0, Win rate: 0.00
Games played: 228, Wins: 0, Win rate: 0.00
Games played: 229, Wins: 0, Win rate: 0.00
Games played: 230, Wins: 0, Win rate: 0.00
Games played: 231, Wins: 0, Win rate: 0.00
Games played: 232, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 233, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 234, Wins: 0, Win rate: 0.00
Games played: 235, Wins: 0, Win rate: 0.00
Games played: 236, Wins: 0, Win rate: 0.00
Games played: 237, Wins: 0, Win rate: 0.00
Games played: 238, Wins: 0, Win rate: 0.00
Games played: 239, Wins: 0, Win rate: 0.00
Games played: 240, Wins: 0, Win rate: 0.00
Games played: 241, Wins: 0, Win rate: 0.00
Games played: 242, Wins: 0, Win rate: 0.00
Games played: 243, Wins: 0, Win rate: 0.00
Games played: 244, Wins: 0, Win rate: 0.00
Games played: 244, Wins: 0, Win rate: 0.00
Games played: 245, Wins: 0, Win rate: 0.00
Games played: 246, Wins: 0, Win rate: 0.00
Games played: 247, Wins: 0, Win rate: 0.00
Games played: 248, Wins: 0, Win rate: 0.00
Games played: 249, Wins: 0, Win rate: 0.00
Games played: 250, Wins: 0, Win rate: 0.00
Games played: 251, Wins: 0, Win rate: 0.00
Games played: 252, Wins: 0, Win rate: 0.00
Games played: 253, Wins: 0, Win rate: 0.00
Games played: 254, Wins: 0, Win rate: 0.00
Games played: 255, Wins: 0, Win rate: 0.00
Games played: 256, Wins: 0, Win rate: 0.00
Games played: 257, Wins: 0, Win rate: 0.00
Games played: 258, Wins: 0, Win rate: 0.00
Games played: 259, Wins: 0, Win rate: 0.00
Games played: 260, Wins: 0, Win rate: 0.00
Games played: 261, Wins: 0, Win rate: 0.00
Games played: 262, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 263, Wins: 0, Win rate: 0.00
Games played: 264, Wins: 0, Win rate: 0.00
Games played: 265, Wins: 0, Win rate: 0.00
Games played: 266, Wins: 0, Win rate: 0.00
Games played: 267, Wins: 0, Win rate: 0.00
Games played: 268, Wins: 0, Win rate: 0.00
Games played: 269, Wins: 0, Win rate: 0.00
Games played: 270, Wins: 0, Win rate: 0.00
Games played: 271, Wins: 0, Win rate: 0.00
Games played: 272, Wins: 0, Win rate: 0.00
Games played: 273, Wins: 0, Win rate: 0.00
Games played: 274, Wins: 0, Win rate: 0.00
Games played: 275, Wins: 0, Win rate: 0.00
Games played: 276, Wins: 0, Win rate: 0.00
Games played: 276, Wins: 0, Win rate: 0.00
Games played: 277, Wins: 0, Win rate: 0.00
Games played: 278, Wins: 0, Win rate: 0.00
Games played: 279, Wins: 0, Win rate: 0.00
Games played: 280, Wins: 0, Win rate: 0.00
Games played: 280, Wins: 0, Win rate: 0.00
Games played: 281, Wins: 0, Win rate: 0.00
Games played: 282, Wins: 0, Win rate: 0.00
Games played: 283, Wins: 0, Win rate: 0.00
Games played: 284, Wins: 0, Win rate: 0.00
Games played: 285, Wins: 0, Win rate: 0.00
Games played: 286, Wins: 0, Win rate: 0.00
Games played: 287, Wins: 0, Win rate: 0.00
Games played: 288, Wins: 0, Win rate: 0.00
Games played: 289, Wins: 0, Win rate: 0.00
Games played: 290, Wins: 0, Win rate: 0.00
Games played: 291, Wins: 0, Win rate: 0.00
Games played: 292, Wins: 0, Win rate: 0.00
Games played: 293, Wins: 0, Win rate: 0.00
Games played: 294, Wins: 0, Win rate: 0.00
Games played: 295, Wins: 0, Win rate: 0.00
Games played: 296, Wins: 0, Win rate: 0.00
Games played: 297, Wins: 0, Win rate: 0.00
Games played: 298, Wins: 0, Win rate: 0.00
Games played: 299, Wins: 0, Win rate: 0.00
Games played: 300, Wins: 0, Win rate: 0.00
Games played: 301, Wins: 0, Win rate: 0.00
Games played: 302, Wins: 0, Win rate: 0.00
Games played: 303, Wins: 0, Win rate: 0.00
Games played: 304, Wins: 0, Win rate: 0.00
Games played: 305, Wins: 0, Win rate: 0.00
Games played: 306, Wins: 0, Win rate: 0.00
Games played: 307, Wins: 0, Win rate: 0.00
Games played: 308, Wins: 0, Win rate: 0.00
Games played: 309, Wins: 0, Win rate: 0.00
Games played: 310, Wins: 0, Win rate: 0.00
Games played: 311, Wins: 0, Win rate: 0.00
Games played: 312, Wins: 0, Win rate: 0.00
Games played: 313, Wins: 0, Win rate: 0.00
Games played: 314, Wins: 0, Win rate: 0.00
Games played: 315, Wins: 0, Win rate: 0.00
Games played: 316, Wins: 0, Win rate: 0.00
Games played: 317, Wins: 0, Win rate: 0.00
Games played: 317, Wins: 0, Win rate: 0.00
Games played: 318, Wins: 0, Win rate: 0.00
Games played: 319, Wins: 0, Win rate: 0.00
Games played: 320, Wins: 0, Win rate: 0.00
Games played: 321, Wins: 0, Win rate: 0.00
Games played: 322, Wins: 0, Win rate: 0.00
Games played: 323, Wins: 0, Win rate: 0.00
Games played: 324, Wins: 0, Win rate: 0.00
Games played: 325, Wins: 0, Win rate: 0.00
Games played: 326, Wins: 0, Win rate: 0.00
Games played: 327, Wins: 0, Win rate: 0.00
Games played: 328, Wins: 0, Win rate: 0.00
Games played: 329, Wins: 0, Win rate: 0.00
Games played: 330, Wins: 0, Win rate: 0.00
Games played: 331, Wins: 0, Win rate: 0.00
Games played: 332, Wins: 0, Win rate: 0.00
Games played: 333, Wins: 0, Win rate: 0.00
Games played: 334, Wins: 0, Win rate: 0.00
Games played: 335, Wins: 0, Win rate: 0.00
Games played: 336, Wins: 0, Win rate: 0.00
Games played: 336, Wins: 0, Win rate: 0.00
Games played: 336, Wins: 0, Win rate: 0.00
Games played: 337, Wins: 0, Win rate: 0.00
Games played: 338, Wins: 0, Win rate: 0.00
Games played: 339, Wins: 0, Win rate: 0.00
Games played: 340, Wins: 0, Win rate: 0.00
Games played: 341, Wins: 0, Win rate: 0.00
Games played: 342, Wins: 0, Win rate: 0.00
Games played: 343, Wins: 0, Win rate: 0.00
Games played: 344, Wins: 0, Win rate: 0.00
Games played: 345, Wins: 0, Win rate: 0.00
Games played: 346, Wins: 0, Win rate: 0.00
Games played: 347, Wins: 0, Win rate: 0.00
Games played: 348, Wins: 0, Win rate: 0.00
Games played: 349, Wins: 0, Win rate: 0.00
Games played: 350, Wins: 0, Win rate: 0.00
Games played: 351, Wins: 0, Win rate: 0.00
Games played: 352, Wins: 0, Win rate: 0.00
Games played: 353, Wins: 0, Win rate: 0.00
Games played: 354, Wins: 0, Win rate: 0.00
Games played: 355, Wins: 0, Win rate: 0.00
Games played: 356, Wins: 0, Win rate: 0.00
Games played: 357, Wins: 0, Win rate: 0.00
Games played: 358, Wins: 0, Win rate: 0.00
Games played: 359, Wins: 0, Win rate: 0.00
Games played: 360, Wins: 0, Win rate: 0.00
Games played: 361, Wins: 0, Win rate: 0.00
Games played: 362, Wins: 0, Win rate: 0.00
Games played: 363, Wins: 0, Win rate: 0.00
Games played: 364, Wins: 0, Win rate: 0.00
Games played: 365, Wins: 0, Win rate: 0.00
Games played: 365, Wins: 0, Win rate: 0.00
Games played: 365, Wins: 0, Win rate: 0.00
Games played: 365, Wins: 0, Win rate: 0.00
Games played: 366, Wins: 0, Win rate: 0.00
Games played: 367, Wins: 0, Win rate: 0.00
Games played: 367, Wins: 0, Win rate: 0.00
Games played: 368, Wins: 0, Win rate: 0.00
Games played: 369, Wins: 0, Win rate: 0.00
Games played: 370, Wins: 0, Win rate: 0.00
Games played: 371, Wins: 0, Win rate: 0.00
Games played: 371, Wins: 0, Win rate: 0.00
Games played: 371, Wins: 0, Win rate: 0.00
Games played: 371, Wins: 0, Win rate: 0.00
Games played: 372, Wins: 0, Win rate: 0.00
Games played: 373, Wins: 0, Win rate: 0.00
Games played: 374, Wins: 0, Win rate: 0.00
Games played: 375, Wins: 0, Win rate: 0.00
Games played: 375, Wins: 0, Win rate: 0.00
Games played: 375, Wins: 0, Win rate: 0.00
Games played: 376, Wins: 0, Win rate: 0.00
Games played: 377, Wins: 0, Win rate: 0.00
Games played: 377, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 378, Wins: 0, Win rate: 0.00
Games played: 379, Wins: 0, Win rate: 0.00
Games played: 380, Wins: 0, Win rate: 0.00
Games played: 381, Wins: 0, Win rate: 0.00
Games played: 382, Wins: 0, Win rate: 0.00
Games played: 383, Wins: 0, Win rate: 0.00
Games played: 384, Wins: 0, Win rate: 0.00
Games played: 385, Wins: 0, Win rate: 0.00
Games played: 386, Wins: 0, Win rate: 0.00
Games played: 387, Wins: 0, Win rate: 0.00
Games played: 388, Wins: 0, Win rate: 0.00
Games played: 389, Wins: 0, Win rate: 0.00
Games played: 390, Wins: 0, Win rate: 0.00
Games played: 391, Wins: 0, Win rate: 0.00
Games played: 392, Wins: 0, Win rate: 0.00
Games played: 393, Wins: 0, Win rate: 0.00
Games played: 394, Wins: 0, Win rate: 0.00
Games played: 395, Wins: 0, Win rate: 0.00
Games played: 396, Wins: 0, Win rate: 0.00
Games played: 397, Wins: 0, Win rate: 0.00
Games played: 398, Wins: 0, Win rate: 0.00
Games played: 399, Wins: 0, Win rate: 0.00
Games played: 400, Wins: 0, Win rate: 0.00
Games played: 401, Wins: 0, Win rate: 0.00
Games played: 402, Wins: 0, Win rate: 0.00
Games played: 403, Wins: 0, Win rate: 0.00
Games played: 404, Wins: 0, Win rate: 0.00
Games played: 405, Wins: 0, Win rate: 0.00
Games played: 406, Wins: 0, Win rate: 0.00
Games played: 407, Wins: 0, Win rate: 0.00
Games played: 408, Wins: 0, Win rate: 0.00
Games played: 409, Wins: 0, Win rate: 0.00
Games played: 410, Wins: 0, Win rate: 0.00
Games played: 411, Wins: 0, Win rate: 0.00
Games played: 412, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 413, Wins: 0, Win rate: 0.00
Games played: 414, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 415, Wins: 0, Win rate: 0.00
Games played: 416, Wins: 0, Win rate: 0.00
Games played: 417, Wins: 0, Win rate: 0.00
Games played: 418, Wins: 0, Win rate: 0.00
Games played: 419, Wins: 0, Win rate: 0.00
Games played: 420, Wins: 0, Win rate: 0.00
Games played: 421, Wins: 0, Win rate: 0.00
Games played: 422, Wins: 0, Win rate: 0.00
Games played: 423, Wins: 0, Win rate: 0.00
Games played: 424, Wins: 0, Win rate: 0.00
Games played: 425, Wins: 0, Win rate: 0.00
Games played: 426, Wins: 0, Win rate: 0.00
Games played: 426, Wins: 0, Win rate: 0.00
Games played: 427, Wins: 0, Win rate: 0.00
Games played: 428, Wins: 0, Win rate: 0.00
Games played: 429, Wins: 0, Win rate: 0.00
Games played: 430, Wins: 0, Win rate: 0.00
Games played: 431, Wins: 0, Win rate: 0.00
Games played: 432, Wins: 0, Win rate: 0.00
Games played: 433, Wins: 0, Win rate: 0.00
Games played: 434, Wins: 0, Win rate: 0.00
Games played: 435, Wins: 0, Win rate: 0.00
Games played: 436, Wins: 0, Win rate: 0.00
Games played: 437, Wins: 0, Win rate: 0.00
Games played: 438, Wins: 0, Win rate: 0.00
Games played: 439, Wins: 0, Win rate: 0.00
Games played: 440, Wins: 0, Win rate: 0.00
Games played: 441, Wins: 0, Win rate: 0.00
Games played: 442, Wins: 0, Win rate: 0.00
Games played: 443, Wins: 0, Win rate: 0.00
Games played: 444, Wins: 0, Win rate: 0.00
Games played: 445, Wins: 0, Win rate: 0.00
Games played: 446, Wins: 0, Win rate: 0.00
Games played: 447, Wins: 0, Win rate: 0.00
Games played: 448, Wins: 0, Win rate: 0.00
Games played: 449, Wins: 0, Win rate: 0.00
Games played: 450, Wins: 0, Win rate: 0.00
